time_sec,x,y,vx,vy,command,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26
0.064,,,,,INIT,,,,,,
0.166,,,,,INIT,,,,,,
0.269,,,,,INIT,,,,,,
0.371,,,,,INIT,,,,,,
0.473,,,,,INIT,,,,,,
0.575,,,,,INIT,,,,,,
0.677,,,,,INIT,,,,,,
0.783,,,,,INIT,,,,,,
0.887,,,,,INIT,,,,,,
1.365,,,-0.741,-0.055,INIT,,,,,,
1.815,,,-0.741,-0.055,close,,,,,,
1.824,,,-0.741,-0.055,close,,,,,,
1.827,,,-0.741,-0.055,close,,,,,,
1.838,,,-0.741,-0.055,open,,,,,,
1.843,,,-0.741,-0.055,open,,,,,,
1.864,0.000,0.000,-0.741,-0.055,open,,,,,,
1.872,0.000,0.000,-0.714,-0.078,open,,,,,,
1.906,-0.306,-0.028,-0.714,-0.078,open,,,,,,
2.173,-0.306,-0.028,-0.806,-0.033,open,,,,,,
2.213,-0.604,-0.046,-0.806,-0.033,open,,,,,,
2.566,-0.604,-0.046,-0.532,-0.001,open,,,,,,
2.593,-0.858,-0.055,-0.532,-0.001,open,,,,,,
2.963,-0.858,-0.055,-0.228,-0.010,open,,,,,,
2.984,-0.914,-0.062,-0.228,-0.010,open,,,,,,
3.363,-0.914,-0.062,0.041,0.010,open,,,,,,
3.417,-0.914,-0.062,0.041,0.010,open,,,,,,
3.431,-0.913,-0.058,0.041,0.010,open,,,,,,
3.765,-0.913,-0.058,-0.019,0.023,open,,,,,,
3.789,-0.916,-0.060,-0.019,0.023,open,,,,,,
4.161,-0.916,-0.060,0.007,-0.018,open,,,,,,
4.182,-0.917,-0.059,0.007,-0.018,open,,,,,,
4.560,-0.917,-0.059,-0.014,0.007,open,,,,,,
4.578,-0.919,-0.059,-0.014,0.007,open,,,,,,
4.972,-0.919,-0.059,-0.003,-0.018,open,,,,,,
5.007,-0.915,-0.060,-0.003,-0.018,open,,,,,,
5.369,-0.915,-0.060,0.004,-0.001,open,,,,,,
5.388,-0.915,-0.061,0.004,-0.001,open,,,,,,
5.784,-0.915,-0.061,0.000,0.008,open,,,,,,
5.837,-0.915,-0.060,0.000,0.008,open,,,,,,
6.159,-0.915,-0.060,0.002,0.000,open,,,,,,
6.204,-0.917,-0.061,0.002,0.000,open,,,,,,
6.560,-0.917,-0.061,0.001,-0.009,open,,,,,,
6.601,-0.915,-0.060,0.001,-0.009,open,,,,,,
6.969,-0.915,-0.060,-0.005,-0.014,open,,,,,,
6.995,-0.917,-0.060,-0.005,-0.014,open,,,,,,
7.361,-0.917,-0.060,-0.014,0.002,open,,,,,,
7.418,-0.918,-0.061,-0.014,0.002,open,,,,,,
7.765,-0.918,-0.061,0.005,-0.002,open,,,,,,
7.786,-0.921,-0.061,0.005,-0.002,open,,,,,,
8.167,-0.921,-0.061,-0.011,0.005,open,,,,,,
8.182,-0.919,-0.059,-0.011,0.005,open,,,,,,
8.563,-0.919,-0.059,0.000,-0.003,open,,,,,,
8.586,-0.920,-0.060,0.000,-0.003,open,,,,,,
8.966,-0.920,-0.060,0.005,0.006,open,,,,,,
8.989,-0.917,-0.060,0.005,0.006,open,,,,,,
9.360,-0.917,-0.060,0.005,-0.010,open,,,,,,
9.383,-0.921,-0.060,0.005,-0.010,open,,,,,,
9.763,-0.921,-0.060,0.010,-0.008,open,,,,,,
9.798,-0.918,-0.061,0.010,-0.008,open,,,,,,
10.166,-0.918,-0.061,0.003,0.015,open,,,,,,
10.193,-0.920,-0.060,0.003,0.015,open,,,,,,
10.558,-0.920,-0.060,-0.013,0.005,open,,,,,,
10.586,-0.920,-0.060,-0.013,0.005,open,,,,,,
10.966,-0.920,-0.060,0.019,-0.009,open,,,,,,
10.999,-0.917,-0.061,0.019,-0.009,open,,,,,,
11.358,-0.917,-0.061,-0.011,-0.007,open,,,,,,
11.372,-0.918,-0.062,-0.011,-0.007,open,,,,,,
11.767,-0.918,-0.062,0.004,-0.009,open,,,,,,
11.789,-0.921,-0.064,0.004,-0.009,open,,,,,,
12.167,-0.921,-0.064,-0.008,-0.004,open,,,,,,
12.204,-0.917,-0.061,-0.008,-0.004,open,,,,,,
12.569,-0.917,-0.061,-0.110,-0.028,open,,,,,,
12.586,-0.933,-0.063,-0.110,-0.028,open,,,,,,
12.963,-0.933,-0.063,-0.419,-0.024,open,,,,,,
13.015,-1.112,-0.066,-0.419,-0.024,open,,,,,,
13.365,-1.112,-0.066,-0.741,-0.022,open,,,,,,
13.429,-1.427,-0.072,-0.741,-0.022,open,,,,,,
13.768,-1.427,-0.072,-0.800,-0.001,open,,,,,,
13.807,-1.727,-0.069,-0.800,-0.001,open,,,,,,
14.159,-1.727,-0.069,-0.741,0.001,open,,,,,,
14.189,-2.038,-0.066,-0.741,0.001,open,,,,,,
14.569,-2.038,-0.066,-0.794,-0.028,open,,,,,,
14.583,-2.356,-0.059,-0.794,-0.028,open,,,,,,
14.964,-2.356,-0.059,-0.828,0.003,open,,,,,,
14.979,-2.681,-0.065,-0.828,0.003,open,,,,,,
15.360,-2.681,-0.065,-0.844,-0.025,open,,,,,,
15.377,-3.008,-0.071,-0.844,-0.025,open,,,,,,
15.763,-3.008,-0.071,-0.792,0.018,open,,,,,,
15.792,-3.326,-0.080,-0.792,0.018,open,,,,,,
16.169,-3.326,-0.080,-0.770,-0.011,open,,,,,,
16.210,-3.631,-0.085,-0.770,-0.011,open,,,,,,
16.601,-3.631,-0.085,-0.761,-0.001,open,,,,,,
16.617,-3.941,-0.088,-0.761,-0.001,open,,,,,,
16.965,-3.941,-0.088,-0.818,0.020,open,,,,,,
16.988,-4.263,-0.084,-0.818,0.020,open,,,,,,
17.362,-4.263,-0.084,-0.827,0.020,open,,,,,,
17.382,-4.586,-0.088,-0.827,0.020,open,,,,,,
17.777,-4.586,-0.088,-0.825,0.002,open,,,,,,
17.797,-4.905,-0.096,-0.825,0.002,open,,,,,,
18.160,-4.905,-0.096,-0.762,-0.052,open,,,,,,
18.205,-5.216,-0.103,-0.762,-0.052,open,,,,,,
18.564,-5.216,-0.103,-0.769,0.007,open,,,,,,
18.589,-5.531,-0.096,-0.769,0.007,open,,,,,,
18.975,-5.531,-0.096,-0.839,0.054,open,,,,,,
18.994,-5.829,-0.092,-0.839,0.054,open,,,,,,
19.368,-5.829,-0.092,-0.757,0.009,open,,,,,,
19.396,-6.139,-0.081,-0.757,0.009,open,,,,,,
19.764,-6.139,-0.081,-0.761,0.002,open,,,,,,
19.795,-6.441,-0.079,-0.761,0.002,open,,,,,,
20.163,-6.441,-0.079,-0.799,0.001,open,,,,,,
20.184,-6.754,-0.063,-0.799,0.001,open,,,,,,
20.561,-6.754,-0.063,-0.815,0.034,open,,,,,,
20.582,-7.069,-0.060,-0.815,0.034,open,,,,,,
20.964,-7.069,-0.060,-0.779,0.032,open,,,,,,
20.982,-7.360,-0.047,-0.779,0.032,open,,,,,,
21.360,-7.360,-0.047,-0.710,-0.003,open,,,,,,
21.393,-7.663,-0.033,-0.710,-0.003,open,,,,,,
21.778,-7.663,-0.033,-0.766,0.084,open,,,,,,
21.802,-7.974,-0.015,-0.766,0.084,open,,,,,,
22.162,-7.974,-0.015,-0.774,0.085,open,,,,,,
22.202,-8.287,-0.001,-0.774,0.085,open,,,,,,
22.559,-8.287,-0.001,-0.813,0.022,open,,,,,,
22.585,-8.596,0.014,-0.813,0.022,open,,,,,,
22.963,-8.596,0.014,-0.784,0.030,open,,,,,,
23.015,-8.910,0.024,-0.784,0.030,open,,,,,,
23.369,-8.910,0.024,-0.776,0.069,open,,,,,,
23.428,-9.220,0.041,-0.776,0.069,open,,,,,,
23.791,-9.220,0.041,-0.799,0.086,open,,,,,,
23.853,-9.535,0.062,-0.799,0.086,open,,,,,,
24.190,-9.535,0.062,-0.780,0.080,open,,,,,,
24.228,-9.841,0.081,-0.780,0.080,open,,,,,,
24.561,-9.841,0.081,-0.742,0.021,open,,,,,,
24.577,-10.144,0.097,-0.742,0.021,open,,,,,,
24.965,-10.144,0.097,-0.813,-0.029,open,,,,,,
24.990,-10.473,0.111,-0.813,-0.029,open,,,,,,
25.360,-10.473,0.111,-0.791,0.023,open,,,,,,
25.373,-10.794,0.121,-0.791,0.023,open,,,,,,
25.766,-10.794,0.121,-0.808,0.044,open,,,,,,
25.786,-11.100,0.141,-0.808,0.044,open,,,,,,
26.159,-11.100,0.141,-0.733,0.068,open,,,,,,
26.172,-11.407,0.161,-0.733,0.068,open,,,,,,
26.567,-11.407,0.161,-0.740,0.065,open,,,,,,
26.609,-11.713,0.178,-0.740,0.065,open,,,,,,
26.965,-11.713,0.178,-0.727,0.058,open,,,,,,
26.989,-12.012,0.206,-0.727,0.058,open,,,,,,
27.362,-12.012,0.206,-0.669,0.089,open,,,,,,
27.393,-12.281,0.257,-0.669,0.089,open,,,,,,
27.774,-12.281,0.257,-0.528,0.112,open,,,,,,
27.811,-12.526,0.314,-0.528,0.112,open,,,,,,
28.164,-12.526,0.314,-0.504,0.184,open,,,,,,
28.206,-12.716,0.403,-0.504,0.184,open,,,,,,
28.563,-12.716,0.403,-0.290,0.283,open,,,,,,
28.600,-12.817,0.519,-0.290,0.283,open,,,,,,
28.963,-12.817,0.519,-0.229,0.211,open,,,,,,
28.987,-12.972,0.657,-0.229,0.211,open,,,,,,
29.362,-12.972,0.657,-0.397,0.422,open,,,,,,
29.377,-13.112,0.826,-0.397,0.422,open,,,,,,
29.775,-13.112,0.826,-0.164,0.472,open,,,,,,
29.795,-13.210,1.002,-0.164,0.472,open,,,,,,
30.164,-13.210,1.002,-0.224,0.446,open,,,,,,
30.177,-13.271,1.177,-0.224,0.446,open,,,,,,
30.567,-13.271,1.177,-0.133,0.424,open,,,,,,
30.606,-13.364,1.395,-0.133,0.424,open,,,,,,
30.963,-13.364,1.395,0.068,0.374,open,,,,,,
30.984,-13.329,1.525,0.068,0.374,open,,,,,,
31.369,-13.329,1.525,0.265,0.164,open,,,,,,
31.393,-13.241,1.600,0.265,0.164,open,,,,,,
31.766,-13.241,1.600,0.189,0.326,open,,,,,,
31.787,-13.143,1.690,0.189,0.326,open,,,,,,
32.162,-13.143,1.690,0.281,0.486,open,,,,,,
32.183,-13.032,1.892,0.281,0.486,open,,,,,,
32.565,-13.032,1.892,0.276,0.350,open,,,,,,
32.587,-12.909,2.039,0.276,0.350,open,,,,,,
32.966,-12.909,2.039,0.245,0.128,open,,,,,,
32.984,-12.793,2.073,0.245,0.128,open,,,,,,
33.361,-12.793,2.073,0.377,0.210,open,,,,,,
33.385,-12.631,2.138,0.377,0.210,open,,,,,,
33.764,-12.631,2.138,0.381,0.198,open,,,,,,
33.790,-12.451,2.244,0.381,0.198,open,,,,,,
34.161,-12.451,2.244,0.329,-0.052,open,,,,,,
34.187,-12.319,2.227,0.329,-0.052,open,,,,,,
34.569,-12.319,2.227,0.346,0.021,open,,,,,,
34.593,-12.159,2.198,0.346,0.021,open,,,,,,
34.973,-12.159,2.198,0.581,-0.077,open,,,,,,
34.997,-11.916,2.189,0.581,-0.077,open,,,,,,
35.365,-11.916,2.189,0.583,-0.069,open,,,,,,
35.394,-11.663,2.173,0.583,-0.069,open,,,,,,
35.771,-11.663,2.173,0.614,-0.144,open,,,,,,
35.803,-11.432,2.101,0.614,-0.144,open,,,,,,
36.159,-11.432,2.101,0.580,-0.289,open,,,,,,
36.171,-11.164,2.028,0.580,-0.289,open,,,,,,
36.558,-11.164,2.028,0.747,-0.226,open,,,,,,
36.569,-10.889,1.936,0.747,-0.226,open,,,,,,
36.965,-10.889,1.936,0.844,-0.083,open,,,,,,
36.981,-10.548,1.886,0.844,-0.083,open,,,,,,
37.358,-10.548,1.886,0.870,-0.082,open,,,,,,
37.373,-10.207,1.858,0.870,-0.082,open,,,,,,
37.766,-10.207,1.858,0.789,-0.063,open,,,,,,
37.784,-9.866,1.855,0.789,-0.063,open,,,,,,
38.165,-9.866,1.855,0.873,0.073,open,,,,,,
38.190,-9.509,1.888,0.873,0.073,open,,,,,,
38.587,-9.509,1.888,0.902,0.183,open,,,,,,
38.613,-9.158,1.942,0.902,0.183,open,,,,,,
38.967,-9.158,1.942,0.813,0.113,open,,,,,,
38.997,-8.838,1.999,0.813,0.113,open,,,,,,
39.359,-8.838,1.999,0.804,0.128,open,,,,,,
39.372,-8.520,2.053,0.804,0.128,open,,,,,,
39.770,-8.520,2.053,0.722,0.154,open,,,,,,
39.778,-8.215,2.116,0.722,0.154,open,,,,,,
40.161,-8.215,2.116,0.759,0.144,open,,,,,,
40.181,-7.904,2.174,0.759,0.144,open,,,,,,
40.557,-7.904,2.174,0.769,0.110,open,,,,,,
40.573,-7.603,2.228,0.769,0.110,open,,,,,,
40.963,-7.603,2.228,0.741,0.142,open,,,,,,
40.982,-7.303,2.266,0.741,0.142,open,,,,,,
41.361,-7.303,2.266,0.727,0.072,open,,,,,,
41.397,-7.003,2.302,0.727,0.072,open,,,,,,
41.783,-7.003,2.302,0.755,0.125,open,,,,,,
41.865,-6.703,2.334,0.755,0.125,open,,,,,,
42.159,-6.703,2.334,0.729,0.083,open,,,,,,
42.187,-6.404,2.365,0.729,0.083,open,,,,,,
42.561,-6.404,2.365,0.784,0.102,open,,,,,,
42.590,-6.084,2.391,0.784,0.102,open,,,,,,
42.967,-6.084,2.391,0.772,0.069,open,,,,,,
42.985,-5.777,2.415,0.772,0.069,open,,,,,,
43.368,-5.777,2.415,0.762,0.102,open,,,,,,
43.402,-5.466,2.445,0.762,0.102,open,,,,,,
43.774,-5.466,2.445,0.833,0.024,open,,,,,,
43.805,-5.145,2.473,0.833,0.024,open,,,,,,
44.159,-5.145,2.473,0.786,0.103,open,,,,,,
44.176,-4.833,2.511,0.786,0.103,open,,,,,,
44.560,-4.833,2.511,0.730,0.118,open,,,,,,
44.618,-4.517,2.554,0.730,0.118,open,,,,,,
44.967,-4.517,2.554,0.763,0.071,open,,,,,,
44.992,-4.207,2.590,0.763,0.071,open,,,,,,
45.361,-4.207,2.590,0.743,0.136,open,,,,,,
45.385,-3.902,2.636,0.743,0.136,open,,,,,,
45.766,-3.902,2.636,0.763,0.047,open,,,,,,
45.803,-3.590,2.666,0.763,0.047,open,,,,,,
46.158,-3.590,2.666,0.781,0.078,open,,,,,,
46.191,-3.287,2.707,0.781,0.078,open,,,,,,
46.563,-3.287,2.707,0.773,0.051,open,,,,,,
46.578,-2.976,2.734,0.773,0.051,open,,,,,,
46.970,-2.976,2.734,0.770,0.086,open,,,,,,
46.992,-2.654,2.771,0.770,0.086,open,,,,,,
47.359,-2.654,2.771,0.757,0.085,open,,,,,,
47.380,-2.347,2.806,0.757,0.085,open,,,,,,
47.769,-2.347,2.806,0.756,0.054,open,,,,,,
47.784,-2.040,2.823,0.756,0.054,open,,,,,,
48.168,-2.040,2.823,0.750,0.008,open,,,,,,
48.196,-1.767,2.830,0.750,0.008,open,,,,,,
48.580,-1.767,2.830,0.753,-0.009,open,,,,,,
48.613,-1.441,2.844,0.753,-0.009,open,,,,,,
48.964,-1.441,2.844,0.869,0.070,open,,,,,,
49.004,-1.120,2.865,0.869,0.070,open,,,,,,
49.361,-1.120,2.865,0.809,0.069,open,,,,,,
49.383,-0.798,2.895,0.809,0.069,open,,,,,,
49.768,-0.798,2.895,0.769,0.077,open,,,,,,
49.778,-0.488,2.924,0.769,0.077,open,,,,,,
50.180,-0.488,2.924,0.781,0.087,open,,,,,,
50.215,-0.174,2.958,0.781,0.087,open,,,,,,
50.557,-0.174,2.958,0.766,0.104,open,,,,,,
50.582,0.135,2.990,0.766,0.104,open,,,,,,
50.969,0.135,2.990,0.755,0.005,open,,,,,,
51.002,0.438,3.004,0.755,0.005,open,,,,,,
51.364,0.438,3.004,0.681,0.005,open,,,,,,
51.398,0.710,3.008,0.681,0.005,open,,,,,,
51.765,0.710,3.008,0.689,-0.041,open,,,,,,
51.842,0.985,3.000,0.689,-0.041,open,,,,,,
52.161,0.985,3.000,0.731,-0.068,open,,,,,,
52.191,1.281,2.978,0.731,-0.068,open,,,,,,
52.561,1.281,2.978,0.747,-0.009,open,,,,,,
52.587,1.564,2.953,0.747,-0.009,open,,,,,,
52.967,1.564,2.953,0.734,-0.130,open,,,,,,
53.007,1.873,2.912,0.734,-0.130,open,,,,,,
53.383,1.873,2.912,0.808,-0.137,open,,,,,,
53.407,2.174,2.875,0.808,-0.137,open,,,,,,
53.763,2.174,2.875,0.738,-0.106,open,,,,,,
53.787,2.479,2.830,0.738,-0.106,open,,,,,,
54.160,2.479,2.830,0.705,-0.167,open,,,,,,
54.177,2.770,2.778,0.705,-0.167,open,,,,,,
54.561,2.770,2.778,0.719,-0.138,open,,,,,,
54.586,3.042,2.712,0.719,-0.138,open,,,,,,
54.976,3.042,2.712,0.637,-0.237,open,,,,,,
55.009,3.300,2.632,0.637,-0.237,open,,,,,,
55.394,3.300,2.632,0.592,-0.321,open,,,,,,
55.419,3.527,2.524,0.592,-0.321,open,,,,,,
55.778,3.527,2.524,0.417,-0.382,open,,,,,,
55.790,3.712,2.394,0.417,-0.382,open,,,,,,
56.159,3.712,2.394,0.165,-0.197,open,,,,,,
56.176,3.757,2.290,0.165,-0.197,open,,,,,,
56.566,3.757,2.290,-0.163,-0.307,open,,,,,,
56.587,3.696,2.177,-0.163,-0.307,open,,,,,,
56.967,3.696,2.177,-0.019,-0.541,open,,,,,,
56.996,3.705,2.003,-0.019,-0.541,open,,,,,,
57.358,3.705,2.003,0.119,-0.546,open,,,,,,
57.384,3.786,1.769,0.119,-0.546,open,,,,,,
57.770,3.786,1.769,0.062,-0.519,open,,,,,,
57.790,3.806,1.566,0.062,-0.519,open,,,,,,
58.161,3.806,1.566,-0.162,-0.295,open,,,,,,
58.172,3.751,1.436,-0.162,-0.295,open,,,,,,
58.558,3.751,1.436,-0.278,-0.136,open,,,,,,
58.570,3.638,1.373,-0.278,-0.136,open,,,,,,
58.976,3.638,1.373,-0.343,-0.469,open,,,,,,
59.012,3.523,1.260,-0.343,-0.469,open,,,,,,
59.369,3.523,1.260,-0.276,-0.641,open,,,,,,
59.412,3.392,0.981,-0.276,-0.641,open,,,,,,
59.772,3.392,0.981,-0.347,-0.686,open,,,,,,
59.793,3.246,0.697,-0.347,-0.686,open,,,,,,
60.163,3.246,0.697,-0.338,-0.445,open,,,,,,
60.194,3.111,0.481,-0.338,-0.445,open,,,,,,
60.573,3.111,0.481,-0.362,-0.085,open,,,,,,
60.603,2.996,0.416,-0.362,-0.085,open,,,,,,
60.966,2.996,0.416,-0.056,0.175,open,,,,,,
60.987,2.957,0.494,-0.056,0.175,open,,,,,,
61.364,2.957,0.494,0.013,0.288,open,,,,,,
61.397,2.921,0.615,0.013,0.288,open,,,,,,
61.763,2.921,0.615,-0.031,0.305,open,,,,,,
61.793,2.925,0.729,-0.031,0.305,open,,,,,,
62.171,2.925,0.729,0.033,0.133,open,,,,,,
62.216,2.944,0.794,0.033,0.133,open,,,,,,
62.569,2.944,0.794,-0.065,0.060,open,,,,,,
62.602,2.904,0.806,-0.065,0.060,open,,,,,,
62.965,2.904,0.806,-0.147,-0.176,open,,,,,,
63.027,2.864,0.765,-0.147,-0.176,open,,,,,,
63.359,2.864,0.765,-0.160,-0.266,open,,,,,,
63.382,2.814,0.682,-0.160,-0.266,open,,,,,,
63.769,2.814,0.682,-0.099,-0.066,open,,,,,,
63.827,2.747,0.618,-0.099,-0.066,open,,,,,,
64.158,2.747,0.618,-0.081,-0.010,open,,,,,,
64.177,2.767,0.628,-0.081,-0.010,open,,,,,,
64.564,2.767,0.628,0.073,0.042,open,,,,,,
64.584,2.764,0.626,0.073,0.042,open,,,,,,
64.970,2.764,0.626,-0.048,-0.019,open,,,,,,
65.011,2.763,0.626,-0.048,-0.019,open,,,,,,
65.360,2.763,0.626,0.011,0.013,open,,,,,,
65.375,2.764,0.627,0.011,0.013,open,,,,,,
65.767,2.764,0.627,-0.018,-0.015,open,,,,,,
65.783,2.762,0.625,-0.018,-0.015,open,,,,,,
66.176,2.762,0.625,-0.006,0.004,open,,,,,,
66.203,2.761,0.627,-0.006,0.004,open,,,,,,
0.039,,,,,INIT,,,,,,
0.144,,,,,INIT,,,,,,
0.246,,,,,INIT,,,,,,
0.349,,,,,INIT,,,,,,
0.453,,,,,INIT,,,,,,
0.559,,,,,INIT,,,,,,
0.661,,,,,INIT,,,,,,
0.765,,,,,INIT,,,,,,
0.868,,,,,INIT,,,,,,
1.040,,,,,INIT,,,,,0.000,0.000
1.044,,,,,INIT,0.000,0.000,,,0.000,0.000
1.077,,,,,INIT,0.000,0.000,0.000,0.000,0.000,0.000
1.133,,,,,INIT,0.000,0.000,0.000,0.000,0.000,0.000
1.135,,,0.020,-0.020,INIT,0.000,0.000,0.000,0.000,0.000,0.000
1.302,,,0.020,-0.020,close,0.000,0.000,0.000,0.000,0.000,0.000
1.309,,,0.020,-0.020,close,0.000,0.000,0.000,0.000,0.000,0.000
1.314,,,0.020,-0.020,close,0.000,0.000,0.000,0.000,0.000,0.000
1.317,,,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.324,,,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.327,,,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.331,,,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.357,0.000,0.000,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.390,0.000,0.000,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.431,0.000,0.000,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.433,0.000,0.000,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.495,0.000,0.000,0.020,-0.020,open,0.000,0.000,0.000,0.000,0.000,0.000
1.540,0.000,0.000,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.562,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.610,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.613,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.666,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.670,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.703,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.739,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.767,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.800,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.803,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.831,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,0.000,0.000
1.869,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,3.000,16.500
1.872,0.000,-0.001,0.010,-0.012,open,0.000,0.000,0.000,0.000,3.000,16.500
1.935,0.000,-0.001,0.023,0.001,open,0.000,0.000,0.000,0.000,3.000,16.500
1.944,-0.001,0.002,0.023,0.001,open,0.000,0.000,0.000,0.000,3.000,16.500
1.968,-0.001,0.002,0.023,0.001,open,0.000,0.000,0.000,0.000,3.000,16.500
2.094,-0.001,0.002,0.023,0.001,open,0.000,0.000,0.000,0.000,8.100,20.900
2.101,-0.001,0.002,0.023,0.001,open,0.000,0.000,0.000,0.000,8.100,20.900
2.216,-0.001,0.002,0.023,0.001,open,0.000,0.000,2.500,15.300,8.100,20.900
2.332,-0.001,0.002,-0.006,0.008,open,0.000,0.000,2.500,15.300,8.100,20.900
2.352,-0.002,0.002,-0.006,0.008,open,0.000,0.000,2.500,15.300,8.100,20.900
2.359,-0.002,0.002,-0.006,0.008,open,0.000,0.000,2.500,15.300,13.200,20.400
2.362,-0.002,0.002,-0.006,0.008,open,0.000,0.000,2.500,15.300,13.200,20.400
2.466,-0.002,0.002,-0.006,0.008,open,0.000,0.000,7.400,20.500,13.200,20.400
2.602,-0.002,0.002,-0.006,0.008,open,0.000,0.000,7.400,20.500,18.300,20.000
2.604,-0.002,0.002,-0.006,0.008,open,0.000,0.000,7.400,20.500,18.300,20.000
2.717,-0.002,0.002,-0.006,0.008,open,0.000,0.000,12.400,20.100,18.300,20.000
2.746,-0.002,0.002,-0.005,0.002,open,0.000,0.000,12.400,20.100,18.300,20.000
2.772,-0.002,-0.001,-0.005,0.002,open,0.000,0.000,12.400,20.100,18.300,20.000
2.844,-0.002,-0.001,-0.005,0.002,open,0.000,0.000,12.400,20.100,23.100,19.000
2.851,-0.002,-0.001,-0.005,0.002,open,0.000,0.000,12.400,20.100,23.100,19.000
2.966,-0.002,-0.001,-0.005,0.002,open,0.000,0.000,17.500,19.700,23.100,19.000
3.096,-0.002,-0.001,-0.005,0.002,open,0.000,0.000,17.500,19.700,27.900,19.300
3.100,-0.002,-0.001,-0.005,0.002,open,0.000,0.000,17.500,19.700,27.900,19.300
3.132,-0.002,-0.001,0.013,-0.010,open,0.000,0.000,17.500,19.700,27.900,19.300
3.147,-0.000,0.003,0.013,-0.010,open,0.000,0.000,17.500,19.700,27.900,19.300
3.219,-0.000,0.003,0.013,-0.010,open,0.000,0.000,22.300,18.300,27.900,19.300
3.344,-0.000,0.003,0.013,-0.010,open,0.000,0.000,22.300,18.300,32.500,18.900
3.352,-0.000,0.003,0.013,-0.010,open,0.000,0.000,22.300,18.300,32.500,18.900
3.466,-0.000,0.003,0.013,-0.010,open,0.000,0.000,27.100,17.800,32.500,18.900
3.539,-0.000,0.003,-0.029,0.011,open,0.000,0.000,27.100,17.800,32.500,18.900
3.561,-0.003,0.001,-0.029,0.011,open,0.000,0.000,27.100,17.800,32.500,18.900
3.594,-0.003,0.001,-0.029,0.011,open,0.000,0.000,27.100,17.800,37.000,19.000
3.605,-0.003,0.001,-0.029,0.011,open,0.000,0.000,27.100,17.800,37.000,19.000
3.716,-0.003,0.001,-0.029,0.011,open,0.000,0.000,31.700,18.600,37.000,19.000
3.844,-0.003,0.001,-0.029,0.011,open,0.000,0.000,31.700,18.600,41.600,19.000
3.852,-0.003,0.001,-0.029,0.011,open,0.000,0.000,31.700,18.600,41.600,19.000
3.933,-0.003,0.001,0.013,-0.016,open,0.000,0.000,31.700,18.600,41.600,19.000
3.951,-0.000,-0.001,0.013,-0.016,open,0.000,0.000,31.700,18.600,41.600,19.000
3.966,-0.000,-0.001,0.013,-0.016,open,0.000,0.000,36.300,18.200,41.600,19.000
4.094,-0.000,-0.001,0.013,-0.016,open,0.000,0.000,36.300,18.200,46.200,18.300
4.105,-0.000,-0.001,0.013,-0.016,open,0.000,0.000,36.300,18.200,46.200,18.300
4.217,-0.000,-0.001,0.013,-0.016,open,0.000,0.000,40.800,17.900,46.200,18.300
4.340,-0.000,-0.001,0.003,0.004,open,0.000,0.000,40.800,17.900,46.200,18.300
4.346,-0.000,-0.001,0.003,0.004,open,0.000,0.000,40.800,17.900,50.700,17.700
4.357,-0.000,-0.001,0.003,0.004,open,0.000,0.000,40.800,17.900,50.700,17.700
4.361,0.000,0.000,0.003,0.004,open,0.000,0.000,40.800,17.900,50.700,17.700
4.472,0.000,0.000,0.003,0.004,open,0.000,0.000,45.400,18.700,50.700,17.700
4.594,0.000,0.000,0.003,0.004,open,0.000,0.000,45.400,18.700,55.300,17.900
4.600,0.000,0.000,0.003,0.004,open,0.000,0.000,45.400,18.700,55.300,17.900
4.716,0.000,0.000,0.003,0.004,open,0.000,0.000,50.000,18.300,55.300,17.900
